Lemma,Number of occurrences
TypeSafe,0
Re-assemble,0
general-purpose,1
Comparisons,0
'LONG,1
UCS_BASIC,1
JobConfigSerDeser,0
serialize/deserialize,0
Deserialize,0
eagle-entity-base,0
alertDuplication,0
ClassPath.getClassFile,2
LocalVariableTypeTable,1
BCEL,1
coordinate,1
StackMap,1
Entry.copy,0
StackMaps,0
StackMapTable,0
access_flags,0
AccessFlags,0
javap,0
InvokeDynamic,0
BootStrapMethods,0
Verification,5
ObjectType,1
getAnnotationEntries,0
JavaClass,0
FieldOrMethod,0
ParameterAnnotations,0
connectionInitSqls,1
dbcp,6
SharedPoolDataSource,4
Hidden,0
maxWait,0
API-specific,0
abandoned,0
KeyedCPDSConnectionFactory,1
DelegatingConnection,0
AbandonedTrace,0
DBCP,6
accessToUnderlyingConnectionAllowed,0
ManagedConnection,0
1.2.1,1
Informix,0
setReadOnly,3
DelegatingConnection.close,0
PoolableConnection.close,0
BasicManagedDataSource,0
PoolingDataSource.PoolGuardConnectionWrapper,0
org.apache.commons.dbcp2.DriverManagerConnectionFactory,0
defensive,0
6/JDBC,1
TransactionSynchronizationRegistry,0
org.apache.commons.dbcp2.datasources.InstanceKeyDataSourceFactory.closeAll,0
org.apache.commons.dbcp2.datasources,0
org.apache.commons.dbcp2.datasources.CPDSConnectionFactory,0
org.apache.commons.dbcp2.cpdsadapter.DriverAdapterCPDS,0
org.apache.commons.dbcp2.managed.DataSourceXAConnectionFactory,0
org.apache.commons.dbcp2.DataSourceConnectionFactory,0
CallableStatements,0
org.apache.commons.dbcp2.cpdsadapter,0
ConnectionListener,0
AbandonedTrace.getTrace,0
org.apache.commons.dbcp2.cpdsadapter.DriverAdapterCPDS.setConnectionProperties,0
DriverAdapterCPDS.setUser,2
setPassword,2
getPooledConnection,2
BasicDataSource,2
GenericObjectPool,0
PStmtKey,0
PoolingConnection,0
BasicDataSourceFactory,0
jmxName,0
testOnBorrow,1
enlisting,0
createDataSource,0
disconnection,3
PoolingDataSource,0
PoolablePreparedStatement,0
Pooled,1
PreparedStatements,1
validationQuery,0
isValid,0
user/password,0
Dbcp,0
Adds,0
exposing,0
Occurrences,0
PoolingDriver.accessToUnderlyingConnectionAllowed,0
tostring,1
type/state,0
watches,6
QuorumPeer,7
FastLeader,0
election,12
SetWatches,1
Stat,0
enchaned,0
nits,0
followers,3
elect,0
FLETest,1
version+,0
log/snap,0
ZooKeeperServer,7
Enum,9
CreateFlag,0
ZooKepper.create,0
hudson,4
src/java/main,0
ZooKeeper.java,0
jute,3
Utils.toCSVString,0
non-standard,1
permanent,3
ZSESSIONMOVED,1
reconnects,1
MOVED,1
follower,4
ZookeeperMain,2
Masking,0
bookie,1
ledger,0
CnxManagerTest,1
Unending,1
Leader,2
Elections,1
WAN,1
zkmain,0
qpmain,0
QuorumHierarchical,1
FLE,4
BookKeeper,5
createLedger,0
lastMessageSent,1
QuorumCnxManager,7
org.apache.zookeeper.server.quorum,0
Quotas,1
RecoveryTest,0
GenerateLoad,0
InstanceContainers,0
stray,0
vote,2
voting,4
testElectionFraud,2
Flakyness,2
nitpicks,1
crctest,0
SessionTest,1
mis-calculation,1
Ephemeral,4
misbehaving,1
nukes,1
ZOOKEEPER-2169,0
3.5,0
TTLs,1
ephemerals,0
Chroot,2
3.5.x,1
bookkeeper,1
checpoints/snapshots,0
wchp/wchc,2
four,6
4lw,2
reconfig,6
recursively,2
znode,8
PurgeTxnLog,8
inadvertently,2
Autopurge,2
jute.maxbuffer,1
Xid,2
ACK,6
Info.REVISION,2
dataDir,3
./zkCli.sh,4
Four,2
ZookKeeper,1
org.apache.zookeeper.server.quorum.ReconfigDuringLeaderSyncTest.testDuringLeaderSync,1
regain,2
TxnLogToolkit,2
Scanner,2
mainline,0
ZK_SERVER,1
ZNode,2
proceed,1
org.apache.zookeeper.test.LoadFromLogTest.testRestoreWithTransactionErrors,2
Deal,3
maxbuffer,3
relates,3
proposals,4
jute.maxBuffer,1
retain,6
ClientPortBindTest,2
org.apache.zookeeper.test.ReadOnlyModeTest.testSessionEstablishment,2
DataTree,3
setACL,2
dataLogDir,2
receiveConnection,2
ObjectNames,7
pre-commit,2
zoo.cfg,2
FastLeaderElection,2
RemoveWatches,0
Bookie.java,0
LEADERINFO,2
MutualAuth,2
ZOOKEEPER-1045,0
branch-3.4,3
branch-3.5,0
Quorum,6
Peer,8
mutual,3
authzHosts,0
add/remove,4
quorums,0
Learner.connectToLeader,1
ZKDatabase,1
calculateTxnLogSizeLimit,1
statics,0
embeddable,0
enviorments,0
preAllocSize,2
testNoLogBeforeLeaderEstablishment,2
Observers,5
addr,0
BinaryInputArchive,2
readString,2
allocating,2
tolerant,2
adjustments,1
DataNode.getChildren,1
RaceConditionTest,1
client-server,2
Follower,1
Observer,2
LearnerZooKeeperServer,0
syncdisconnected,0
ReconfigTest.java,0
ClientCnxnSocket,2
txns,1
UPTODATE,3
ibm6,0
Reconfiguration,1
ZooInspector,1
StaticHostProviderTest,1
testUpdateClientMigrateOrNot,1
unregister,0
previsously,0
MBeanRegistry.unregisterAll,0
JMXEnv,1
AuthTest.testBadAuthThenSendOtherCommands,1
testPortChange,1
testEarlyLeaderAbandonment,1
solaris,1
getEpochToPropose,1
lastAcceptedEpoch,1
Leader.lead,1
iterates,1
'learners,1
JLine,0
zk.updateServerList,0
newServerList,0
MXBean,1
FollowerResyncConcurrencyTest,4
renewal,1
PrepRequestProcessor.pRequest,0
zooinspector,0
dead/expired,1
watch,2
WatcherTest,1
testWatchAutoResetWithPending,1
unreachable,3
server.InvalidSnapshotTest,1
leader/follower,2
coherence,1
DIFF,2
continuous,1
LedgerSequence,0
Dubious,1
ClientCnxnSocketNIO,0
Multi-thread,1
CommitProcessor,0
findbug,4
ZooDefs.Ids,1
Throttling,0
non-atomically,1
ServerCnxnFactory,1
cleanedup,1
NettyServerCnxn,3
FileTxnLog,1
ServerCnxnTest.testServerCnxnExpiry,0
Cleanup/fix,1
NIOServerCnxn,2
interest,0
SendWorker,1
ReconfigTest.testPortChange,1
zxid,4
HostProviders,1
LEADING,0
Learner.java,1
Zab,4
setCurrentEpoch,1
NEWLEADER,1
acking,3
AcceptedEpoch,1
proposes,1
programmatically,1
3.3.2-dev,1
ZxidRolloverTest,2
flakey,5
ephmeral,0
Ledger,1
four-letter,0
DataTree.createNode,0
joining,1
QuorumPeerTestBase.java,1
ZooKeeperServerMainTest.java,1
Followers,0
Peer-,0
srvr,1
QuorumBase,0
re-write,0
hdr|txn,0
SyncRequestProcessor,0
snapping,0
non-log,0
CreateRequest,1
touch|add,0
SessionTrackerImpl.java,0
MultiTransactionTest,0
testBadSaslAuthNotifiesWatch,1
re-establishment,2
ArrayDeque,1
xid,0
Quota,1
rehydrated,1
AsyncHammerTest,0
zkServer.sh,2
established,7
BookieRecoveryTest,1
Truncate,0
buggy,0
examine,0
multi-update,2
znodes,0
hostlist,0
volatile,0
long/int,0
java.net.UnknownHostException,0
ZNODEEXISTS,1
removeWatches,0
NOWATCHER,0
NEW_LEADER,0
twiki,0
nioservercnxn,0
'dump,1
ephemeral,9
killSession,1
PrepRequestProcessor,0
Watch,2
deleteRecursive,1
ErrorResult,1
eventThread,1
Reinitialized,0
participate,0
recursiveDelete,1
unexpired,4
'create,0
considering,1
establishing,5
leadership,4
stat,2
SaslServerCallbackHandler.java,1
non-blocking,10
reqs,0
LeaderElection,0
Vote,0
IKVM,0
proposal,1
packet,4
Malicious,0
ClientCnxn.Packet,0
ClientCnxn,0
ledgers,0
LogFormatter,0
LENonTerminateTest,0
QuorumTest,0
timed-out,0
thousands,1
ClientBase,0
bookkeeper.util,0
Plumb,0
initiation,0
GetChildrenResponse,0
Dodgy,0
negotiated,0
sesstion,0
workloads,6
re-resolve,0
3.3.3,0
Interrupted,0
AtomicFileOutputStream,0
care,2
b3.4,0
ZOOKEEPER-2939,0
Re-try,0
Unsynchronized,0
ServerCnxnFactory.connectionBeans,0
CancelledKeyException,1
ScanningResultIterator,3
getScanMetrics,3
queryserver,6
canary,3
OrphanViewTool,3
PhoenixConfigurationUtil,3
OrderPreservingTracker,3
OrderBy/GroupBy,3
ClientScanPlan,3
ClientAggregatePlan,10
order/group,3
upserts,17
IndexScrutinyTool,12
tenant-owned,5
UPSERT,22
IndexTool,22
output-path,3
MappedByteBuffers,7
SortMergeJoin,6
Rebuilder,6
INACTIVE,3
ACTIVE,11
UpdateStatisticsTool,1
STATISTICS,2
Datasource,3
probably,4
reflected,7
SecureUserConnectionsTest,4
PTableImpl,8
salted,29
phoenix-spark,5
UPDATE_CACHE_FREQUENCY,4
Omid,10
shadow,11
KEEP_DELETED_CELLS,13
REPLICATION_SCOPE,4
Continue,9
updateIndexState,4
TableExistsException,9
RemoteException,9
SYSTEM.MUTEX,9
rebuilds,17
TableResultIterators,13
psql,9
STATISTIC,4
INSTR,4
non-literal,4
persists,4
LoggingPhoenixConnection,9
AutoCommit,4
nullified,4
Promote,4
CATALOG.VIEW_INDEX_ID,4
PQS,20
LoggingPhoenixResultSet,4
checkAndMutate,4
phoenix.query.dateFormatTimeZone,4
does't,4
ROW_TIMESTAMP,8
ArrayOutOfBound,4
upserting,12
SYSTEM.CATALOG,18
RVC,22
PhoenixAccessController,4
phoenix.sequence.saltBuckets,10
HTable,23
Tephra,23
TAL,10
Region,4
clocks,0
SCN,0
authn,6
Presplit,6
DistinctPrefixFilter,21
seeks,6
lesser,6
SYSTEM.LOG,6
TRANSACTION_PROVIDER,6
RegionServers,6
4.14,8
rebuilder,10
Phoenix-hive,0
=Hive,0
orderPreserving,9
VERSIONS,6
Rebuilding,6
UngroupedAggregateRegionObserver,12
preCompactScannerOpen,12
QueryCompiler,13
QueryOptimizer,13
Trailing,6
DYNAMIC_JARS_DIR_KEY,6
TransactionProvider,6
split/merge,0
UPPER,6
LOWER,6
locale-aware,6
scan.setSmall,6
PhoenixInputFormat,5
tenant-specific,18
phoenix.schema.isNamespaceMappingEnabled,8
Alter,5
separateAndValidateProperties,1
CQSI,1
regions,36
child/parent,8
BaseResultIterators.getStatsForParallelizationProp,6
tenantId,14
QueryPlan,5
MutationPlan,5
Pherf,54
sequenced,6
Looking,10
upsert/delete/upsert,1
Account,0
Cell.DataType-,0
Cell.Type,0
HBASE-19626,0
Immutable,7
SINGLE_CELL_ARRAY_WITH_OFFSETS,4
table/column,0
Reflect,1
Cell/CellBuilder.DataType,0
HBASE-19122,0
WALKey,0
WALKeyImpl,0
HBASE-19134,0
CURRENT_SCN,32
Storer,4
branch-2,0
HTableDescriptor,2
HColumnDescriptor,2
HRegionInfo,1
phoenix-core,0
org.apache.phoenix.schema.stats,1
org.apache.phoenix.coprocessor,1
IndexHalfStoreFileReader,0
PHOENIX-3081,0
HBase-2.0,0
MIsleading,7
Indexes,11
HTableInterface,4
HConnection,5
respectively,2
mutex,4
IndexScrutinyToolIT,5
flapping,22
post-compact,5
TableNotFound,5
Parent-Child,3
System.Catalog,3
PartialIndexRebuilderIT,3
Scans,7
resending,3
HashJoin,3
byte/row,3
explain,5
IndexScrutiny,3
postBatchMutateIndispensably,6
staying,3
VariableLengthPKIT,3
DerivedTableIT,3
DistinctCountIT,7
ObjectInputStream,3
CurrentSCN,3
PercentileIT,3
ProductMetricsIT,3
Hash,3
regionservers,3
INDEX_DISABLED_TIMESTAMP,11
BaseQueryIT,15
LocalIndexIT,3
testLocalIndexRoundTrip,3
scrutiny,3
IllegalMonitorStateException,3
ArrayIT,3
BaseUniqueNamesOwnClusterIT,3
replaying,7
LazyValueGetter,2
inactive,13
PhoenixMetricsLog,3
exclusively,3
UngroupedAggregateRegionObserver.commitBatchWithHTable,3
memstore,4
Assorted,3
codepath,3
Reenable,3
MutableIndexFailureIT,7
hbase-site.xml,7
ReadOnlyTableException,3
Namespace,3
ParallelStatsDisabledIT,11
PhoenixMetricsIT,2
NeedsOwnMiniClusterTest,3
Compaction,3
non-increasing,3
bloom,3
sync/async,2
scanners,3
MR-based,3
MetaDataEntityNotFoundException,3
TNF,3
ConnectionQueryServices,12
auto-Kerberos-login,3
REALM,3
v4.9.0,3
4.11-SNAPSHOT,3
byte-based,3
row-count,3
surfaced,5
FirstLastValueBaseFunction,6
NAME,6
MutableIndexIT,6
lacking,2
ADMIN,2
'SYSTEM,2
LHS,2
TestSystemCatalogWALEntryFilter,1
SkipScanFilter,2
rowKey,2
startKey,2
testSplitDuringIndexScan,2
testIndexHalfStoreFileReader,2
PhoenixStorageHandler,11
no-args,5
IndexedWALEditCodec,17
Encode,2
RoundRobinResultIterator,2
inappropriately,2
PhoenixInputForamt,2
_HOST,5
22000,2
KeyRange.intersect,2
KeyRange,5
phoenix,23
maintainers,2
HalfStoreFileReader,2
ConnectionQueryServicesImpl,8
acquireUpgradeMutex,5
mutability,5
propagate,7
FIRST/NULL,6
preserving,6
HBASE-17096,6
DUPLICATE,5
PhoenixQueryBuilder,2
/varchar,2
4.8.0,2
4.9.0,5
v4.8.1,2
Multi-byte,2
table-by-table,2
Join-related,2
CachingHTableFactory,6
NotThreadSafe,2
IndexId,2
join-related,2
BaseHBaseManagedTimeTableReuseIT,2
4.7.0,6
4.8.1,7
Tracing,3
QueryPlan.iterator,2
ParallelScanGrouper,5
scanGrouper,5
'unknown,2
this.iterator,2
failsafe,2
BaseTest.ensureTableCreated,2
JVMs,6
unusuable,6
Projected,6
Tenant,6
PTable,6
metada,6
Slight,6
severely,6
degrades,9
ASYNC,3
synchronously,3
upsert,14
bulkload,11
mapreduce.framework.name,3
hanged,3
4.x-HBase-0.98,3
Rows,18
upgradeUtil,3
Child/parent,3
Minimize,11
APPEND_ONLY_SCHEMA,3
4.8,7
recreate,8
Upserting,9
QueryServer,3
STATS,3
rowlock,3
ScalarFunctions,3
multi-tenant,13
Char,3
misoptimized,3
PHOENIX-258,3
non-replayed,3
WAL,3
CsvBulkloadTool,3
PHOENIX-1973,3
CsvBulkLoadTool,19
keyvalue,12
ORDERED,3
iterating,9
BaseClientManagedTimeIT,3
guideposts,27
1.2.0,0
BaseHBaseManagedTimeIT,2
mysql,2
ValueSchemaBuilder.addField,3
MemStoreScanner,2
KeyValueScanner,3
INVALID_FILTER_ON_IMMUTABLE_ROWS,2
PhoenixRuntime,8
4.7,5
Differentiate,3
table+family,3
SERIAL,2
Concatenation,2
rowCount,2
byteCount,2
guidePost,2
LiteralExpression.getBooleanLiteralExpression,2
.equals,2
PhoenixMapReduceUtil,2
setInput,2
Transactionally,2
hours,2
traversed,3
GC/OOM,2
BulkLoad,2
StatsCollectorIT,8
Writes,2
phoenix-pig,2
SkipScan,2
seeking,2
commit/rollback,7
guidepost,2
Driver.accept,2
Driver.getConnection,2
cloned,2
BaseResultIterators,2
mutationState,2
TableResultIteratorFactory,2
Subqueries,2
stop/stop,2
unfree,2
Jdbc7Shim,2
Abort,2
un-closed,2
pherf,2
PHOENIX-2194,2
non-primary,2
Bulkload,2
TRANSACTIONAL,2
transitioning,2
HBASE-14501,11
dataloss,11
JOINS,2
BaseOwnClusterIT,2
chart,2
Phoenix-Spark,2
PDecimal,2
carried,2
ReserveNSequence,2
tentantId,2
Prefix,2
bulk,10
phoenix.query.timeoutMs,5
Sort-merge,2
dataload,5
\001,5
KeyValyeUtil,5
Projection,4
integral,2
get_byte/set_byte/get_bit/set_bit,2
build-in,2
exiting,5
diverged,2
Diverged,1
Reserve,2
Phoenix-core,5
hbase-default.xml,5
HBaseTestingUtility,7
ARRAY_CAT,2
r/w,5
Acquire,2
MetaDataEndPointImpl.addRowsToChildViews,2
doGetTable,2
PhoenixHBase,5
HBase-1.1.0,1
ARRAY_PREPEND,2
QueryUtil.getConnection,2
joni,5
PrimitiveBooleanPhoenixArray,1
PhoenixArray,3
decent,1
.toString,1
j.u.regex,1
DAYOFMONTH,2
TrackOrderPreservingExpressionCompiler,2
ParseNode,2
SaltedViewIT,2
testSaltedUpdatableViewWithLocalIndex,2
shadowing,2
CONVERT_TZ,4
HBase1.0.0,1
nests,2
Build-in,1
Sign,1
RVCs,3
ReferencingColumn,1
ColumnReference,1
positionally,1
RegionScanner.nextRaw,2
function/expression,1
stringified,1
ANSI-standard,1
to_time,1
to_timestamp,1
SYSTEM.SEQUENCE,1
IAE,1
index-table,1
KeyOnlyFilter,1
INDEX,2
issuing,2
Invalidate,3
phoenix.stats.minUpdateFrequency,2
SplitTransaction,1
0.98.9,1
onwards,1
Undefined,1
PDataType,1
Min/max,4
BINARY,4
Connecting,2
4.12,0
Category,0
org.xerial.snappy,4
org.iq80.snappy,4
snappy,4
StatsCollector,4
serially,4
Given,4
DatabaseMetadata.getTables,4
getColumns,4
recalculate,4
comma-separated,2
dataTable,1
'abc,1
hadoop2,1
compat,1
ORDINAL_POSITION,7
NTH_VALUE,2
duplicit,2
VIEWs,6
ArrayoutofBoundException,2
exisiting,2
Lexer,2
salt,2
buckets,2
LocalIndexIT.testLocalIndexScanAfterRegionSplit,5
post-filters,2
non-groupby,2
ANY/SOME/ALL,5
Unpadded,2
ANALYZE,2
Expression.isDeterministic,5
ALWAYS,5
PER_STATEMENT,5
PER_ROW,5
semi/anti-joins,2
atomically,2
Salted,3
qualified,5
ILIKE,2
out-dated,2
NoSuchMethod,2
QueryUtil,1
CASCADE,2
setFetchSize,2
CSVCommonsLoader,2
driver/connection,2
SkipScanFilter.intersect,2
reseting,2
MINVALUE,5
MAXVALUE,5
from/to,2
DATE/TIME/TIMESTAMP,2
LONG/UNSIGNED_LONG,2
flappy,2
MultiCfQueryExecIT,2
Finds,2
Families,2
scanner,2
getNextKeyHint,1
getNextCellHint,1
validate/reserve,5
'sequence,2
spinning,5
tearing,6
PageFilter,2
filterRow,1
filterRowCells,1
sub-joins,2
NoSuchColumnFamilyException,2
Updatable,2
getConnection,11
MapReduce-based,2
"1,2",2
2.X,0
unsigned_date,0
Expression.getByteSize,0
ClientKeyValue,2
multi-tenancy,0
IndexMaintainer,0
isMultiTenant,0
re-serialize,0
PHOENIX-29,0
size-based,0
Coalesce,0
MetaDataUtil,0
QueryServices,1
perfomant,0
PhoenixDriver,0
navigate,1
KeyValues,0
NO_STAR_JOIN,1
forcing,2
2.2.2,0
2.2.3,0
table-wildcard,0
ColumnModifier,0
SortOrder,0
behaviors,2
choosing,1
TTable,0
IndexHalfStoreFileReaderGenerator,27
precompact,5
LocalIndexSplitMergeIT,5
row_timestamp,5
MetaDataEndPointImpl,2
HBASE,2
Uppercase,2
MutationState,2
TableNotFoundException,2
FilteredKeyValueScanner,0
ContextClassloaderIT,1
PhoenixHBaseStorage,3
-1.0,0
Atomically,0
upsert-select,3
org.jboss.netty.channel.ChannelException,0
flapper,0
MetaDataEndpointImplTest,3
0.14.0-incubating,2
4.13,0
CDH,0
5.11.2,0
System.STATS,1
Calcite-Phoenix,2
Unspecified,0
Phoenix-Caclite,0
Phoenix-Calcite,0
Phoenix/Calcite,7
PhoenixTableScan.computeSelfCost,0
scanRanges,0
functionalities,0
PhoenixReverseScanRule,0
sort-merge-join,0
getCollations,0
PhoenixTable.getStatistics,0
PhoenixRel,0
PhoenixLimit,0
1.2.3,1
gora-infinispan,0
org.apache.gora.solr.store.SolrStore,0
getDatumWriter,0
getDatumReader,0
MemStoreTest.testMemStoreDeleteByQueryFields,0
MemStoreTest.testGetWithFields,0
gora-dynamodb,4
FilterList,0
bootstraping,0
GoraCI,0
Chef,0
JClouds,0
ComputeService,0
1.6.4,0
java.util.ConcurrentModificationException,2
MemStore,1
ReadPreference,0
WriteConcern,0
MongoStore,0
_g_dirty,0
_ALL_FIELDS,0
GORA_94,2
keyspace,4
gora.properties,2
gora,3
considered,3
gora-cassandra,6
SerializationFactory,1
PartitionQueryImpl,1
traversing,2
DataStoreTestBase,1
DataStoreTestUtil,1
GORA,2
Schemas,2
GoraCompiler,2
shorten,1
gora-hbase,4
HBaseClusterTestCase,1
KeySpaces,1
CassandraMappingManager,1
Creates,1
org.apache.gora.cassandra.serializers,1
CassandraMapping,1
gora-cassandra-mapping.xml,1
Log4j,4
Dirty,1
clearance,1
CassandraClient,3
Datastores,1
DataStoreFactory,1
sqlbuilder,1
HBaseStore,2
TestHBaseStoreMapReduce,0
Reinstate,0
1.7.X,0
gora-solr,0
Gora-HBase,0
null-single-type,0
Gora-Cassandra,0
JCP,2
dsig,2
ElementProxy.getBigIntegerFromChildElement,1
OAEP,1
XMLCipher.encryptKey,1
Manifest,1
SecurityEventListener,0
OutboundSecurityContextImpl,0
MTOM/XOP-optimized,0
CipherValue,0
BASE-64,0
org.apache.xml.security.ignoreLineBreaks,0
stax,5
XMLSignature,2
Canonicalizer.canonicalize,0
KeyName,1
2.0.7-SNAPSHOT,0
2.0.6,0
8.5.5,0
NameSpace,0
Signatures,0
AES-GCM,0
encryption/decryption,0
STAX,0
KeyIdentifier.X509SubjectName,0
SkiKeyIdentifier,0
getTextCharacters,1
IVSplittingOutputStream,0
GCMParameterSpec,2
santuario,0
RSA/ECB/OAEPWithSHA-256AndMGF1Padding,1
utf8,1
Unmarshalling,1
XMLCipher,1
SHA1,1
DSA,1
1024,1
DOMXMLSignature,1
XMLSecurityStreamWriter,0
setPrefix,0
setDefaultNamespace,0
Protected,0
ElementProxy,1
ResourceResolver,1
thread-unsafe,1
secureValidation,1
signing/decrypting,0
Associated,0
SignedElement,0
SecurityEvents,1
digest/c14n,0
enveloped,0
DECRYPT_MODE,0
DataReference,0
KeyReference,0
ReferenceList,0
Xalan,3
XMLDSig,1
XPathFilter2Transform,1
Wrapping,0
test-cases,0
RSA-OAEP,0
Reusing,0
C14N11,0
canonicalization,0
JSR105,1
unmarshalling,1
algorithms/implementations,0
org.apache.xml.security.utils.resolver.ResourceResolver,2
indentation,28
non-JSR,0
105,1
JSR,0
ECDSA,3
SHA-2,0
ASN.1,0
XMLDSIG,0
getTextFromChildElement,0
RSAPrivate,0
PKCS,0
HELIX,3
instrumenting,0
auto-exit,0
TASK,10
Participant,3
double-booking,0
TASK2.0,1
RuntimeJobDag,0
DefaultPipeline,0
helix,11
handoff,2
get/add,0
workflow/job/task,0
TaskDriver,3
ZKClient,1
REST2.0,0
updateInstanceConfig,0
add/get,1
getLastScheduledTaskTimestamp,0
TaskDriver.addUserContent,0
PropertyKey,0
workflow/job,1
AssignableInstanceComparator,0
AssignableInstanceManager,3
listen,1
AssignableInstances,0
swapInstance,0
quotaType,0
UserContentStore,0
ThreadCountBasedAssignmentCalculator,0
Workflow/JobRebalancer,0
TaskDataCache,0
TaskAssignment,1
downward,0
ExternalViewGeneration,0
Helix,24
IntermediateState,0
Rebalancer,3
messed,0
RoutingTableProvider,0
ClusterStatusMonitor,2
relay,1
Consolidated,0
deleteRecursively,0
getChildNames,1
ZkBaseDataAccessor,1
THROW_EXCEPTION_IFNOTEXIST,1
per-participant,4
HelixAdmin,4
InstanceConfig,1
creating/maintaining/routing,2
Rebalance,0
Enable/disable,0
WorkflowConfig,1
JobConfig,1
ResourceConfig,0
StateModelDefinition,4
JobQueue,1
AutoRebalanceStrategy,0
GenericTaskAssignmentCalculator,0
balance,0
rebalancer,4
rackaware,0
AutoRebalancer,1
configuable,0
FULL_AUTO,1
JobConfig.Builder,0
jobConfig,0
IdealState,0
TaskStateModel,0
addCluster,0
overwriteExisitng,0
stateModelDefinations,0
recurrent,0
compress/uncompress,1
livelock,0
ClusterStateVerifier,6
ZkClients,1
kill-switch,1
smarter,3
queues,19
TestPreferenceListAsQueue,1
gauges,6
participant,1
expiry/recovery,2
re-registered,2
current-state,2
external-view,2
ZkPathDataDumpTask,2
register/unregister,2
MessageHandlerFactory,2
ZkPropertyTransfer,0
restlet,0
helix-core,2
ZNRecordStreamingSerializer,1
josql,1
grep,1
transaction/snapshot,1
0.6.x,0
HelixManager,3
isConnected,1
helix-admin-webapp,1
/instances,1
parseable,1
app-specific,1
ideal,3
ZKHelixManager,1
Restlet,2
2.1.4,2
addResource,2
zkclient,5
tester,0
error-,1
semi-auto,0
FINALIZE,1
ZNRecord,0
room,0
expiry/gc,1
ClusterSetup.java,0
removeConfig,0
wired,0
getConfig,0
ZKDumper,0
file/zk,0
PropertyStore,0
HelixPropertyStore,0
re-init,1
assumption,1
Instance.id,1
host_port,1
ZkHelixManager.carryOverPreviousCurrentState,0
REST/cli,1
roles/groups,1
setConfig,0
PARTICIPANT,0
Idealstate,0
preference,0
idealstate,0
callback-handler,0
scopes,0
ZkTestManager,0
CallbackHandler,0
helixadmin,1
host/port,0
calculators,0
Manage,2
Atomic,1
concrete,2
ERROR-,0
DROPPED,0
infinitely,0
HelixAutoController,0
HelixConnection/HelixManager,0
user-specified,0
crud,0
Cluster|Resource|Participant,0
Accessor,1
ClusterAccessor,1
initClusterStructure,1
RebalancerConfig/RebalancerContext,0
IRI,7
TDB2,8
Fuseki,55
assembler,2
factors,1
TDB1,1
Mishandling,0
xsd,9
floats,0
SPARQL_QueryGeneral,0
WriterGraphRIOT,0
WriterDatasetRIOT,0
implicit-timezone,0
afn,1
nowtz,0
Schemagen,1
picking,0
multi-lingual,0
rdfs,4
TDB,18
first-class,0
ResultSetLang,0
RIOT,23
answers,1
SPARQL,44
per-graph,6
TransactionException,0
recording,0
sterr,0
spatialindexer,0
jena-fuseki-core,1
9.4.12,0
RDFConnectionRemote,1
RDF/XML,3
Javacc,0
Turtle,6
tdbloader,0
GraphPrefixesProjection,0
phased,0
prepareCommit,1
Txn,0
org.apache.jena.system,1
org.apache.jena.arq,1
org.apache.jena.core,1
tdb2.tdbstats,0
ObjectFileStorage,2
tokenizers,0
