Lemma,Number of occurrences
PDFBOX-4013,1
jdk9,1
Emmeran,3
Seehuber,3
1836123,0
1835912,0
1835787,0
1835657,0
PDFBOX-4242,3
1835076,0
1835161,0
PDFBOX-4184,3
flate,1
1834740,0
sonar,1
1834821,0
PDFBOX-4228,1
type3,2
Persson,1
1832112,0
PDFBOX-4095,3
separable,1
blend,3
hue,1
saturation,1
luminosity,1
Savan,1
Patel,1
Jani,5
Pehkonen,5
1832118,0
1832037,0
1831339,0
Stack,0
Deque,0
1831334,0
PDFBOX-4189,4
Bengali,1
GSUB,2
phala,0
Palash,3
1830499,0
SonarQube,3
pet,0
peeve,0
hides,1
1830353,0
1830394,0
GsubWorker,0
1830346,0
Refined,0
1830016,0
PDFBOX-4200,1
ICC,3
colorspace,6
1829910,0
Indian,0
utilizing,2
1829710,0
PDFBOX-4182,1
PDFBOX-4188,1
PDDocument,2
1829154,0
PDFBOX-4185,1
COSString,3
1828596,0
1827693,0
reassign,2
1827653,0
PDFBOX-4151,1
predictor,1
Itai,3
Shaked,3
1827642,0
1827327,0
1827110,0
Sonar,4
1827316,0
1826499,0
1826442,0
PDFBOX-4137,5
subsampling,5
PDFDebugger,9
1826360,1
subimages,1
1826161,0
1826148,0
1826147,0
1825684,0
rages,1
1825592,0
1825092,0
PDFBOX-3000,1
blending,1
transparent,1
ARGB,2
draw,5
1824259,0
PDFBOX-4094,1
Maxime,1
Veron,1
1824290,0
PDFBOX-4108,1
/Length1,1
/CIDToGIDMap,3
1824160,0
PDFBOX-3111,1
1824047,0
AcroForm,0
'main,1
1824032,0
1823696,0
try-with,1
hide,1
1823702,0
IOUtils,4
1823681,0
PDFBOX-4093,1
1823512,0
1823374,0
PDFBOX-4092,1
1822992,0
1822976,0
1822036,0
1822041,0
PDFBOX-2852,156
1821398,0
1821271,0
PDFBOX-4058,1
WeakReference,3
1820768,0
PDFBOX-3984,0
OCSP-response,0
Alexis,0
Suter,0
1819026,0
1819216,0
1820168,0
1818777,0
classcastexception,4
1818178,0
1817941,0
1816245,0
1814933,0
1814931,0
PDFBOX-3992,1
positioning,6
backslash47,1
Fickling,1
1814632,0
PDFBOX-3991,1
1814321,0
1813729,0
PDFBOX-3959,1
brute,5
trailer,5
1813370,0
PDFBOX-3958,1
1811716,0
PDFBOX-3963,1
ClassCastExceptions,1
1812153,0
PDFBOX-3936,1
1810262,0
PDFBOX-3943,1
/Helv,1
/ZaDb,1
/DR,1
existed,3
1809862,0
1809046,0
ClassClastException,1
1807878,0
PDFBOX-3930,1
TBSCertificateStructure,1
1807916,0
1806359,0
jdk7,1
1804019,0
1804145,0
nullcheck,7
1803886,0
1803888,0
1803854,0
1803870,0
1803673,0
entrySet,5
1803702,0
PDFBOX-3639,1
FDF,1
/FDF,1
1802506,0
1802413,0
PDFBOX-3826,3
1802155,0
TrueTypeFont,1
embedder,1
1802024,0
PDFBOX-3861,1
1801491,0
PDFBOX-3536,1
parenthesis,1
1799084,0
1798993,0
PDFBOX-3823,1
raster,1
BufferedImage,2
bpc,2
JPEG,3
JPEGs,2
CMYK,2
1798305,0
1797969,0
1797948,0
PDFBOX-3788,1
xref,7
rebuilding,3
1794750,0
1794139,0
PDFBOX-3772,0
camel,3
closer,4
1793391,0
PDFBOX-3318,1
1793321,0
1792263,0
1792241,0
JDK7,1
1792095,0
1792091,0
1792082,0
PDFBOX-3763,3
from1Bit,1
MemoryCacheImageInputStream,1
1792077,0
stencil,1
1791947,0
paste,2
1790758,0
1788979,0
1788970,0
PDFBOX-3717,1
EOF,7
1787546,0
PDFBOX-3629,1
1786603,0
1784644,0
1784638,0
1783560,0
PDFBOX-3653,1
1783253,0
PDFBOX-3664,1
1780693,0
1779667,0
1779386,0
1779081,0
PDFBOX-1662,1
FormXObjects,1
1776108,0
1774904,0
1769016,0
1768861,0
1769019,0
PDFBOX-3566,1
1769317,0
Lorenz,15
Pahl,15
1769193,0
1768788,0
1768575,0
1768739,0
1768567,0
1768582,0
PDFBOX-3547,1
improve/simplify,1
Lonzak,1
1767760,0
1766697,0
1765855,0
1766078,0
1765867,0
PDFBOX-3535,1
1765850,0
1765524,0
PDFBOX-3517,1
Thierry,1
Guérin,1
1762828,0
PDFBOX-3065,5
Petras,3
Petkus,3
1760246,0
initWriter,1
COSStandardOutputStream,0
1760167,0
1759655,0
PDFBOX-3473,1
1757566,0
1757041,0
1756962,0
PDFBOX-3461,1
1756411,0
filtered,6
unfiltered,0
1755810,0
overlay,0
1755794,0
PDFBOX-3403,1
BaseEncoding,2
Hewson,5
1755438,0
1755672,0
DRY-refactoring,1
1755435,0
CID,3
glyphs,3
SimpleFont,0
1754315,1
1754152,1
cropbox,1
/Rotate,1
coordinate,3
1754031,0
PDFBOX-3432,1
Collections.max,1
DRY,8
Doswald,1
1753721,0
PDFBOX-3395,3
glyf,3
1752472,0
1752460,0
PDFBOX-3359,2
defactor,0
clearing,11
1745766,0
1745635,0
PDFBOX-3344,1
1742945,0
1741690,0
zoom,3
scales,2
Khyrul,3
Bashar,3
1737698,0
1733498,0
classcastexceptions,0
1732209,0
PDFBOX-3221,1
1728204,0
PDFBOX-3229,0
1729857,0
1728195,0
1727425,0
1726869,0
PDFBOX-3120,0
codespace,1
1725590,0
PDFBOX-3199,0
1725483,0
1723755,0
1723393,0
popular,0
1723321,0
1723589,0
1722734,0
PDFBOX-3131,6
1721729,0
1721724,0
1721631,0
1721418,0
1721423,0
preallocate,0
massive,0
1720749,0
PDFBOX-3151,0
Hashmap,0
Philip,3
Helgers,0
1719701,0
1719551,0
1718665,0
1718696,0
1718662,0
1718677,0
1718933,0
PDFBOX-2712,0
re-enable,0
1718437,0
1718661,0
1717066,0
PDFBOX-3103,0
1716907,0
PDFBOX-2158,2
PDFBOX-3130,1
out-of-bounds,1
BBox,1
1716241,1
IndexData,0
footprint/complexity,0
1716244,0
PDFBOX-3125,0
1715525,0
PDFBOX-3122,0
dash,3
1715241,0
PDFBOX-3094,0
1713970,0
PDFBOX-2930,0
rotated,1
1712887,0
PDFBOX-3078,0
FontBBox,0
bbox,0
1712858,0
PDFBOX-3018,0
TrueTypeFpont,0
1709190,0
1708173,0
PDFBOX-3021,0
1708440,0
1707334,0
1707330,0
1707110,0
peeves,0
1705537,0
installed,12
1704904,0
PDFBOX-2986,5
1704750,0
1704712,0
1704709,0
pointed,2
1704703,0
1704138,0
PDFBOX-2978,0
grouped,1
checkboxes,0
1704166,0
divider,0
1702507,0
vanishing,0
getRightComponent,0
1702304,0
1702114,0
1702116,0
PDFBOX-2793,1
1679331,1
wished,0
Vacondio,0
1701389,0
hex,14
1698458,0
1697734,0
PDFBOX-2602,0
1697226,0
keySet,1
1696521,0
dispose,3
1695652,0
PDFBOX-2929,0
1695411,0
PDFBOX-2184,2
RGB,0
1695184,0
1692323,0
PDFBOX-2896,0
ArrayType,0
rdf,10
1692171,0
PDFBOX-2894,0
COSStreamArray,0
SequenceRandomAccessRead,0
1692027,0
PDFBOX-2301,16
RandomAccessWrite,0
1691656,0
PDFBOX-2882,1
ScratchFile,0
1691499,0
scratch,7
memory+file,0
paging,2
1691342,0
1691031,0
1691030,0
1691019,0
1691027,0
1691007,0
1691024,0
1691020,0
1691004,0
1691006,0
getWidget,0
1690612,0
getCOSObject,22
1690693,0
1690474,0
PDFBOX-2323,0
SoftReference,2
1689988,0
PDFBOX-2851,0
fixme,0
getExportValue,0
1688730,0
PDFBOX-2716,1
RandomAccessFileInputStream,0
RandomAccessReadInputStream,0
1688019,0
1688018,0
PDFBOX-2843,0
PrintTextLocations,0
1687991,0
omit,7
1687838,0
1687802,0
convenience,2
isEOF,0
1686711,0
1686346,0
PDGBOX-2301,1
PDFBOX-2829,1
1685398,1
RandomAccessWrapper,0
filtered/unfiltered,0
COSStream,1
1684698,0
pdfSource,1
BaseParser,0
1683932,0
Jesse,0
1683929,0
1683800,0
RandomAccessRead,1
PushBackInputStream,0
1682706,0
copyBuffer,0
1680061,0
PDFBOX-2783,20
getDictionary,11
1679722,0
1679096,0
PDFBOX-2794,0
Differences,0
1678825,0
1678259,0
1678241,0
1678258,0
1678243,0
1678134,0
PDFBOX-2576,2
getCOSDictionary,7
1678062,0
getCOSArray,0
PDFBOX-2786,0
findPageNumber,0
retrievePageNumber,0
1678063,0
1677897,0
1677888,0
1677891,0
1677889,0
1677302,0
1677142,0
1677168,0
1677172,0
1677128,0
1677301,0
removeItem,1
1677115,0
1677113,0
overhauled,1
1677027,0
PDFBOX-1900,0
glyph,9
stretch,0
AFM,1
1676677,0
PDFBOX-2760,0
textLineMatrix,0
1674145,0
PDFBOX-2750,0
Perform,9
high-quality,0
upscaling,0
masks,0
1672207,0
PDFBOX-2745,1
1671191,0
PDFBOX-2728,1
1670142,0
1669653,0
PDFBOX-2714,1
TTF,1
1668977,0
1668979,0
PDFBOX-1402,8
1666548,0
autosize,0
1666536,0
rearrange,1
horizontal,3
1666412,0
1666472,0
PDFBOX-2333,2
1666401,0
box,1
1665472,0
alignment,4
justify,0
1664877,0
centered,2
1664764,0
1663941,0
1024,6
16384,0
1663378,0
PDFBOX-2685,3
COSUpdateInfo,0
COSObject,0
1662951,0
PDFBOX-2693,1
plausibility,1
1662562,0
PDFBOX-2527,1
1661474,0
startxref,2
1661485,0
setNeedToBeUpdate,0
1659998,0
PDFBX-2576,0
1659989,0
setValue,3
COS,0
1659956,0
PDFBOX-1206,0
PDF.js,0
1659915,0
PDFBOX-2099,1
1659643,0
FDFDocuments,0
COSWriter,0
1659602,0
PDFBOX-1550,0
1656926,0
PDFBOX-2652,0
Destination,0
GoToRemoteAction,0
1656347,0
PDFBOX-2650,0
getUnicodeCmap,0
1656242,0
PDFBOX-2630,2
outlines,0
contradictions,0
1654609,0
1654649,0
1654568,0
PDFBOX-2622,1
/BS,1
indirect,2
1653977,0
PDFBOX-2625,0
width,17
widths,3
difference,16
1/1000,0
PDF/A-2,0
prelight,0
1355309,0
1654283,0
PDFBOX-2613,0
validateICCProfile,0
1653333,0
PDFBOX-2587,0
sRGB,0
1649143,0
PDFBOX-2217,1
getRaster,0
shadings,0
1648248,0
visual,0
1648336,0
PDFBOX-1874,1
floats,2
Yuri,1
Burrows,1
1647158,0
PDFBOX-2570,1
set/getGammaMatrix,0
set/getMatrix,0
1646337,0
PDCal,0
PDLab,0
gamma,0
1645762,0
PDFBOX-2524,2
1645551,0
ToUnicode,2
CMap,2
CIDFontType2,0
1645083,0
PDTrueTypeFont,0
1645072,0
PDFBOX-2529,0
preflight,6
1642972,0
PDFBOX-1675,0
1642965,0
PDFBOX-2525,1
PDDocuments,1
1642742,0
PDFBOX-1864,1
1641080,0
1641079,0
PDFBOX-2486,2
PDFieldTreeNode,2
PDField,2
french,1
english,1
PDFBOX-2504,1
1640399,1
getActions,0
Maruan,0
Sahyoun,0
1640397,0
PDFBOX-2407,1
getColorSpace,0
1635673,0
PDFBOX-1595,1
1635617,0
Preflight,3
sparation,0
device-independance,0
1634647,0
PDFBOX-2444,0
PDFBOX-2370,0
radial,0
shading,5
1633427,0
PDFBOX-2387,1
TestImageIOUtils,0
1630301,0
imageio,0
pdfbox.tools,0
1630259,0
PDFBOX-2405,0
Ralf,1
Hauser,1
1629977,0
PDFBOX-2406,1
1629968,0
PDFBOX-2299,0
PDFBOX-2403,0
1629956,0
PDFBOX-2394,1
1628205,0
PDFBOX-2392,0
markedcontent,0
1627894,0
PDFBOX-2389,0
1627884,0
PDFBOX-2388,0
1627881,0
PDFBOX-2386,0
PDFStreamEngine,1
1627856,0
PDFBOX-2380,1
GlyphList,0
toUnicode,1
1627702,0
1627677,0
PDFBOX-2372,1
1627450,0
1626632,0
PDFBOX-2177,0
Format3FDSelect,0
simon,0
steiner,0
1626085,0
PDFBOX-2362,0
.properties,1
1626070,0
1624832,0
1624824,0
1624810,0
nonsequential,0
1624771,0
1624765,0
PDFBOX-2261,6
PDChoice,0
1624334,0
PDFBOX-2262/PDFBOX-2315,1
1622529,1
PDFBOX-2309,0
CFF,3
1622347,0
1621550,0
PDFBOX-2262,22
Linux,6
1621548,0
PDFBOX-1094,0
PDFBOX-1422,0
tiling,0
1621508,0
1621503,0
no-awt,0
1621411,0
1620405,0
getter/setter,1
Opt,1
1620398,0
get/setValue,0
1620169,0
PDFieldFactory,0
1618381,0
reorganized,0
creation/handling,0
acroform,0
1618374,0
PDFBOX-2205,0
Graphics,0
1610021,0
PDFBOX-2147,2
unneccesary,0
1609937,0
1609492,0
1609322,0
PDFBOX-2170,0
callothersubr,0
1606973,0
lineTo,0
moveTo,1
1605545,0
PDFBOX-2094,0
PrintRequestAttributeSet,0
printDialog,0
1602322,0
PDFBOX-2068,1
height,4
PDImageXObject,1
1599229,0
PDFBOX-2105,2
multipage,2
tiffs,1
1598912,0
TIFFs,0
Antti,0
Lankila,0
1598860,0
PDFBOX-2101,0
ExtractImages,0
1598457,0
PDFBOX-2102,1
swallowed,3
COSString.getString,1
java.nio.charset.Charset,1
PDFDocEncoding,1
PdfDocEncoding,1
isDictionaryValue,1
PDFBOX-1437,3
Compatibility,5
META-INF/services,1
CharsetProvider,1
unreliable,1
harm,1
1598316,0
PDFBOX-2070,0
1594969,0
PDFBOX-2067,4
1593833,0
BITMASK,1
transparency,0
getAlphaImage,0
getColorImage,0
ColorConvertOp,0
1593630,0
PDFBOX-2057,0
lossless,0
Transparency,0
Keller,0
filteredStream,0
1593569,0
1593182,0
TYPE_4BYTE_ABGR,0
1593333,0
PDFBOX-2065,0
1593083,0
PDFBOX-2021,1
PDFRenderer,0
1586460,0
PDFBOX-1983,1
PDInlineImageTest,0
1586388,0
PDFBOX-1147,3
LZW,3
1585353,0
1585861,0
PDFBOX-1594,0
AES256,0
Manuel,0
Kasper,0
1580417,0
PDFBOX-1954,0
1580214,0
PDFBOX-1990,2
PDFBOX-1969,0
1579729,0
bitonal,0
grayscale,0
1579990,0
1579073,0
PDFBOX-1975,2
JPEGUtil,0
1577931,0
TIF,0
CCITTFactory,0
1577959,0
PDFBOX-1985,0
1577312,0
TIFF,1
1576599,0
PDFBOX-1973,2
OutlineNotLocalException,0
1576610,0
BadSecurityHandlerException,0
1576570,0
NoSuchAlgorithmException,0
1576489,0
PDFBOX-1946,1
SecurityException,2
applet,2
1576202,0
PDFBOX-1966,0
PDPattern,0
toColor,0
shFill,0
Paint,0
1575655,0
PDFBOX-205,1
EOD,1
1571801,0
PDFBOX-1940,1
stroke,1
calcluation,1
1571803,1
PDFBOX-1924,1
Gouraud,3
triangles,1
1569060,0
PDFBOX-1914,1
Shading,3
1568519,0
PDFBOX-1813,3
1557544,3
PDFBOX-1865,2
PDFBOX-1892,2
1566701,2
PDFBOX-1887,1
Bugfixes,1
1566030,0
PDFBOX-1844,0
fontbox,0
pdfbox,0
1559225,0
XObjectForm,1
PDFBOX-1831,0
rearranged/improved,0
composite,8
1555529,0
PDFBOX-1794,1
codepoints,1
3font,0
1555170,0
PDFBOX-1824,0
1554779,0
PDFBOX-1808,0
1553174,0
PDFBOX-1213,1
imformation,1
PDF2HTML,1
Axel,1
Dörfler,1
1544818,0
PDFBOX-1766,0
1542291,0
PDFBOX-1342,3
Gerhard,0
Temper,0
1536136,0
PDFBOX-1741,0
transformed,3
coordinates,4
Vincent,0
Hennebert,0
1535966,0
PDFBOX-1576,5
decrypted,1
1530018,0
PDFBOX-1687,1
graphics.dispose,2
Tilman,1
Hausherr,2
1517303,0
PDFBOX-1707,0
Tilmann,0
1519295,0
PDFBOX-1698,0
1515127,0
PDFBOX-1622,5
DIACHASH,0
Florent,0
Guillaume,0
1512433,0
PDFBOX-1644,0
wasted,0
1494099,0
PDFBOX-1540,6
1494083,0
PDFBOX-1639,5
managing,4
1493503,0
PDFBox-1627,0
NullPointer,0
thumbnail,1
PDXObjectImage,0
createThumbnailXObject,0
createXObject,0
PDXObject,0
1490022,0
PDFBOX-1581,11
PDDocument.save,0
PDDocument.loadNonSeq,0
Fredrik,0
Kjellberg,0
1486413,11
PDFBOX-1592,11
Jinder,0
Aujla,0
1480000,11
PDFBOX-1568,0
1479136,0
PDFBOX-1587,0
Bouncy,0
Castle,0
1.48,0
1477777,0
1469999,0
PDFBOX-1538,4
1460370,3
1454887,0
PDFBOX-1380,0
Limits,0
Dominic,2
Tubach,2
1454877,0
PDFBOX-1382,0
getReferencedObject,0
1454844,0
PDFBOX-1381,0
setKids,0
NPEs,4
1454845,0
PDFBOX-1496,1
1451881,0
PDFBOX-1522,0
1449818,0
recreating,4
getResources,0
1451662,0
PDFBOX-1505,0
improved/fixed,0
cff,0
1441918,0
PDFBOX-1490,0
Indexed,1
stroking,0
1433060,0
PDFBOX-922,0
TTFSubFont,0
Glas,1
1413777,0
PDFBOX-1445,0
mask,4
PDObjectImage,0
1410890,0
//issues.apache.org/jira/browse/PDFBOX-1374,0
ObjStm,1
XRefTable,0
ObjectNumber,0
authorize,1
1409458,0
PDFBOX-1424,0
RTL-based,0
ligatures,0
1404690,0
PDFBOX-1418,0
1391803,0
PDFBOX-1169,1
YCCK2RGB,0
CYMK,0
1395294,0
//issues.apache.org/jira/browse/PDFBOX-1373,0
1389604,0
PDFBOX-1368,0
Description,3
1366858,0
PDFBOX-1359,0
1364299,0
PDFBOX-954,10
witdh,0
1356866,8
PDFBOX-1136,0
Pierre,8
Huttin,0
1340098,0
PDFBOX-1295,0
ICC_Profile,0
1338576,0
PDFBOX-1308,0
getImages,0
Ian,0
Holsman,0
1337895,0
change-set,0
PDFBOX-1199,0
decryption,5
prepareForDecryption,0
1310605,0
PDFBOX-1245,0
PDFBOX-1251,0
FontName,0
recommendation,1
PDFReference,0
PDF/A,0
RenderingIntent,0
complexType,0
PDFAExtensionSchema,0
PDFBOX-1236,0
PDFBOX-1253,0
1301914,0
PDFBOX-1248,0
Sheila,0
Morrissey,0
1300382,0
PDFBOX-1211,0
RandomAccess,0
SequentialRead,0
1298775,0
PDFBOX-1216,0
1296818,0
PDFBOX-611,0
Costellos,0
1242038,0
PDFBOX-1221,0
startPage,0
endPage,0
PDFSplit,0
1240556,0
PDFDBOX-1220,0
ImageIOUtil,0
ImageIO,0
1240494,0
//issues.apache.org/jira/browse/PDFBOX-1204,0
1237228,0
PDFBOX-1196,1
1227249,0
1227500,0
PDFBOX-1131,0
Fried,0
1220887,0
PDFBOX-1184,0
Mehdi,0
Houshmand,0
1211076,0
//issues.apache.org/jira/browse/PDFBOX-1162,0
PDFont.getFontWidth,0
Width,0
Dictionary,1
1209448,0
PDFBOX-1175,0
readUntilEndStream,0
reformatted,0
1209088,0
PDFBOX-1171,0
hexstring,1
parseCOSString,0
1209127,0
1209017,0
PDFBOX-1168,0
PDFBOX-1165,0
1201252,0
PDFBOX-1160,0
PDFReader,0
1198363,0
PDFBOX-1142,0
1185719,0
1167012,0
1166824,0
PDFBOX-1102,0
1165078,0
PDFBox-1101,0
JavaCC,0
Grammar,0
Xref,0
Literal,2
1162326,0
PDFBOX-1086,0
clean-room,0
CCITT,2
Group3,0
T.4,0
CCITTFaxDecodeFilter,1
Group2,0
I/O-related,0
paint,0
PDF2Image,0
probably,6
slower,0
1156213,0
PDFBOX-1016,0
conform,1
xref/trailer,0
changes/improvements,0
1138995,0
PDFBOX-1013,0
Craig,0
Stires,0
1133328,0
PDFBOX-1033,0
1133388,0
PDFBOX-1018,0
TIFFFaxDecoder,0
XMLGraphics,0
decompress,0
JAI-imageIO,0
1128912,0
PDFBOX-990,0
1085923,0
PDFBOX-976,0
consists,1
1085728,0
PDFBOX-981,0
DeviceGray,0
cs-array,0
England,0
1083488,0
//svn.apache.org/repos/asf/pdfbox/branches/2.0,140
1843497,0
inputstream,1
1843487,0
1843031,0
1842381,0
1839761,0
1838334,0
1838442,0
1837545,0
1836646,0
1836644,0
1836567,0
1836122,0
1835910,0
1835786,0
1835162,0
1834822,0
1835077,0
1834741,0
1832117,0
1832111,0
1832038,0
1829911,0
1829156,0
1828595,0
1827702,0
1827652,0
1827641,0
1826443,0
1826366,1
1826149,0
1826146,0
1826261,0
1825685,0
1825591,0
1824258,0
1824291,0
1824159,0
1823513,0
1823375,0
1822037,0
1822040,0
1821399,0
1821275,0
1820769,0
1820169,0
1819215,0
1818778,0
1818177,0
1817942,0
1816244,0
1814935,0
1814932,0
1814631,0
1814320,0
1813730,0
1813367,0
1811718,0
1812152,0
1810261,0
1809863,0
1809045,0
1807917,0
1807879,0
1806360,0
1804146,0
1803885,0
1803887,0
1803874,0
1803869,0
1803701,0
1803674,0
1802507,0
1802414,0
1802156,0
1802054,0
1801490,0
1798994,0
1799082,0
1798306,0
1797968,0
1794751,0
1794140,0
1792784,0
1792264,0
1792076,0
1792083,0
1791946,0
1790863,0
1790759,0
1790761,0
1788980,0
1788969,0
1787547,0
1786604,0
1784645,0
1784639,0
1783561,0
1783252,0
1780698,0
1779666,0
1779385,0
1779082,0
1776107,0
1774903,0
1769318,0
1769017,0
1769195,0
1769018,0
1768789,0
1768860,0
1768738,0
1768566,0
1768581,0
1768574,0
1767761,0
1766696,0
1765868,0
1766079,0
1765851,0
1765856,0
1762829,0
1754781,0
1762167,0
1760247,0
1760166,0
1759639,0
1757567,0
1756961,0
1757404,0
1756416,0
1755670,0
1755436,0
1754032,0
1753720,0
1752459,0
1752475,0
1751942,0
PDFBOX-3381,0
1747966,0
1742946,0
1741691,0
1737731,0
//svn.apache.org/repos/asf/pdfbox/branches/1.8,63
1843030,0
1830091,0
1779080,0
PDFBOX-3193,0
1724459,0
1721545,0
1704700,0
1704707,0
PDFBOX-2964,0
getWidgets,0
widgets,0
checkbox,0
1701831,0
1692009,0
1671193,0
1653981,0
1647161,0
1642737,0
1635619,0
PDFBOX-1798,1
Dmytro,1
1631519,0
1631526,0
1629965,0
1628210,0
PDFBOX-2270,0
1621477,0
PDFBOX-1055,0
getSchemasByNamespaceURI,0
Helger,0
1604875,0
1604279,0
1598926,0
1598250,0
PDJpeg,0
1593370,0
PDFBOX-2030,0
PDPixelMap.createImageStream,0
1587736,0
1585354,0
PDFBOX-2002,0
ImageIOUtils,1
1583748,0
pre-refactoring,0
ImageWriter,0
levigo,0
jai_imageio,0
1584105,0
1571806,0
1576439,0
1568522,0
1569063,0
1566032,0
1554847,0
PDFBOX-1302,0
backported,27
PDFBOX-490,0
1554530,0
1544975,0
PageDrawer,0
1542768,0
r1536136,2
PDFBOX-1412,2
r1536173,2
PDFBOX-1633,2
r1540801,2
PDFBOX-1743,2
r1530740,2
PDFBOX-1744,2
r1536463,2
PDFBOX-1749,2
r1535953,2
PDFBOX-1753,2
r1535956,2
PDFBOX-1758,2
r1538371,2
PDFBOX-1764,2
r1538191,2
PDFBOX-1776,2
r1541625,2
r1542291,2
PDFBOX-1780,2
r1541987,2
1542748,2
b1.8,4
PDFBOX-823,4
r1540811,4
PDFBOX-837,4
r1538341,4
r1469999,4
r1470242,4
r1470107,4
r1494083,4
r1530018,4
PDFBOX-1606,4
r1521194,4
PDFBOX-1607,4
r1536441,4
PDFBOX-1613,4
r1488049,4
PDFBOX-1629,4
r1490408,4
PDFBOX-1630,4
r1497532,4
PDFBOX-1643,4
r1495802,4
r1495803,4
PDFBOX-1653,4
r1519174,4
PDFBOX-1674,4
r1515101,4
PDFBOX-1690,4
r1538394,4
1542711,4
r1512433,4
PDFBOX-1627,4
r1490022,4
r1490023,4
PDFBOX-1632,4
r1495799,4
r1497507,4
PDFBOX-1638,4
r1504214,4
r1515165,4
r1515905,4
r1493503,4
PDFBOX-1655,4
r1505737,4
PDFBOX-1657,4
r1504210,4
PDFBOX-1663,4
r1512661,4
PDFBOX-1681,4
r1512367,4
PDFBOX-1694,4
r1517273,4
r1517281,4
PDFBOX-1702,4
r1517288,4
PDFBOX-1735,4
r1528826,4
PDFBOX-1737,4
r1528833,4
1542735,4
PDFBOX-1293,10
1480030,10
PDFBOX-1561,10
1469558,10
PDFBOX-1565,10
1467638,10
PDFBOX-1580,10
"1477806,1478472",10
PDFBOX-1583,10
1476795,10
PDFBOX-1586,10
"1479136,1479287",10
PDFBOX-1599,10
"1485781,1486337",10
PDFBOX-1601,10
1484089,10
PDFBOX-1602,10
1484277,10
PDFBOX-1603,10
1485771,10
PDFBOX-1605,10
1484547,10
PDFBOX-1611,10
1486423,10
PDFBOX-1612,10
1486440,10
1486661,10
PDFBOX-1515,2
1465217,2
PDFBOX-1547,2
1461796,2
PDFBOX-1549,2
1465359,2
PDFBOX-1551,2
1465163,2
PDFBOX-1557,2
1465366,2
PDFBOX-1558,2
1465360,2
PDFBOX-1559,2
1465266,2
DOAP,2
1460372,2
1465396,2
PDFBOX-564,7
1346804,7
PDFBOX-1099,7
1350033,7
1351132,7
PDFBOX-1323,7
1342924,7
PDFBOX-1333,7
1346891,7
PDFBOX-1334,7
1346902,7
PDFBOX-1337,7
1349167,7
PDFBOX-1339,7
1350113,7
PDFBOX-1340,7
1361723,7
PDFBOX-1349,7
1358739,7
1358740,7
PDFBOX-1353,7
PDFBOX-1355,7
1361738,7
PDFBOX-1357,7
1359845,7
PDFBOX-1358,7
1361698,7
1361704,7
DOAP-file,7
1343811,7
1343778,7
//svn.apache.org/repos/asf/pdfbox/branches/1.7,7
1362175,7
encapsulate,1
//svn.apache.org/repos/asf/pdfbox/branches/no-awt,22
1621405,0
PDFBOX-2262/PDFBOX-2294,0
1621383,0
1621203,0
1621202,0
charstring,0
1621010,0
FontMatrix,1
DICT,1
1620772,0
predefined,0
1620737,0
RAFDataStream,0
1620714,0
confusingly,0
CMAP,0
1620713,0
PostScript,0
1620710,0
TTFGlyph2D,0
1620665,0
1620684,0
1620486,0
PDMatrix,0
1620482,0
1620438,0
FontDescriptor,0
1620446,0
CIDFonts,1
1620480,0
CIDFont,0
1620178,0
PDFBOX-2262/PDFBOX-2149,1
CMaps,3
Encodings,1
1619956,1
1619957,0
multi-byte,0
Adobe,0
Supplement,0
ISO,0
32000,0
PDCIDFont,0
Reintroduced,0
1618755,0
1618738,0
FDSelect,0
1618754,0
CFFType1Font,0
CFFCIDFont,0
CID-Keyed,0
parsing/conceptual,0
CFFEncoding,0
CFFCharset,0
Type1,0
